"member_id","year","name","total_assets","total_debt","net_worth","real_estate","building","land","deposits","stocks","n_properties","has_seoul_property","has_gangnam_property"
"TKJ4800F",2017,"서영교",1993221,714462,1278759,1012203,1011000,1203,877544,0,5,TRUE,FALSE
"TKJ4800F",2018,"서영교",2230617,635753,1594864,1014288,1013000,1288,940756,0,7,TRUE,FALSE
"TKJ4800F",2019,"서영교",2501809,613635,1888174,1075388,1074000,1388,1121476,10732,5,TRUE,FALSE
"TKJ4800F",2020,"서영교",2567291,236455,2330836,747513,746000,1513,1476531,14283,5,TRUE,FALSE
"TKJ4800F",2021,"서영교",2923739,230589,2693150,879719,878000,1719,1702519,37511,4,TRUE,FALSE
"TKJ4800F",2022,"서영교",3407595,237747,3169848,1150949,1149000,1949,1928854,26173,5,TRUE,FALSE
"TKJ4800F",2023,"서영교",3082395,240712,2841683,915871,914000,1871,1947232,0,4,TRUE,FALSE
"TKJ4800F",2024,"서영교",3424160,235000,3189160,945871,944000,1871,2202838,0,4,TRUE,FALSE
"TO79481Z",2016,"최교일",20681331,548658,20132673,2870671,2870671,0,17442097,104960,8,TRUE,TRUE
"TO79481Z",2017,"최교일",23830846,537926,23292920,3412834,3084338,328496,20140580,0,9,TRUE,TRUE
"TO79481Z",2018,"최교일",25954895,441000,25513895,2996846,2452706,544140,22580953,0,10,TRUE,TRUE
"TO79481Z",2019,"최교일",26477733,441000,26036733,4118225,3413295,704930,20070668,1959882,8,TRUE,TRUE
"TOU1222X",2015,"강창일",2126698,508316,1618382,1402212,1400469,1743,680224,618,6,TRUE,TRUE
"TOU1222X",2016,"강창일",2928542,817187,2111355,1785349,1781883,3466,1108588,816,7,TRUE,TRUE
"TOU1222X",2017,"강창일",3239560,981799,2257761,2183844,2179832,4012,964439,0,9,TRUE,TRUE
"TOU1222X",2018,"강창일",2416853,550500,1866353,1521461,1516839,4622,803511,0,8,TRUE,TRUE
"TOU1222X",2019,"강창일",1830764,500,1830264,926582,921703,4879,792403,0,6,TRUE,TRUE
"TP066860",2020,"정정순",1517455,1000,1516455,1252072,1252072,0,265383,0,4,TRUE,TRUE
"TQP7167T",2024,"김건",2602402,8501,2593901,1770758,1525000,245758,788274,0,2,TRUE,FALSE
"TRE2429O",2016,"강훈식",389022,179769,209253,60000,60000,0,189619,19783,4,TRUE,FALSE
"TRE2429O",2017,"강훈식",435239,137235,298004,50000,50000,0,116322,22224,4,TRUE,FALSE
"TRE2429O",2018,"강훈식",567363,60697,506666,60000,60000,0,175949,17261,4,TRUE,FALSE
"TRE2429O",2019,"강훈식",415880,12941,402939,60000,60000,0,218947,17107,3,TRUE,FALSE
"TRE2429O",2020,"강훈식",430292,0,430292,60000,60000,0,290202,22253,3,TRUE,FALSE
"TRE2429O",2021,"강훈식",458201,0,458201,60000,60000,0,377577,20280,4,TRUE,FALSE
"TRE2429O",2022,"강훈식",603729,0,603729,60000,60000,0,502452,19178,3,TRUE,FALSE
"TRE2429O",2023,"강훈식",637650,0,637650,40000,40000,0,571371,23552,4,TRUE,FALSE
"TRE2429O",2024,"강훈식",728534,0,728534,50000,50000,0,453577,21145,3,TRUE,FALSE
"TST4507I",2015,"안규백",4225337,8668,4216669,582000,582000,0,3359462,32406,2,TRUE,FALSE
"TST4507I",2016,"안규백",4578527,66378,4512149,582000,582000,0,3546522,127059,2,TRUE,FALSE
"TST4507I",2017,"안규백",5044412,58588,4985824,582000,582000,0,3719448,275062,2,TRUE,FALSE
"TST4507I",2018,"안규백",5389301,30228,5359073,582000,582000,0,3858834,270615,2,TRUE,FALSE
"TST4507I",2019,"안규백",5664953,12366,5652587,582000,582000,0,4047877,271391,3,TRUE,FALSE
"TST4507I",2020,"안규백",5793491,0,5793491,590000,590000,0,4316739,196119,2,TRUE,FALSE
"TST4507I",2021,"안규백",6208248,0,6208248,793000,793000,0,4560299,179633,2,TRUE,FALSE
"TST4507I",2022,"안규백",6587092,0,6587092,886000,886000,0,4990870,211395,2,TRUE,FALSE
"TST4507I",2023,"안규백",6902238,0,6902238,650000,650000,0,4680156,1039568,2,TRUE,FALSE
"TST4507I",2024,"안규백",6872853,4000,6868853,714560,714560,0,4677396,976952,3,TRUE,FALSE
"TVF3669B",2015,"김태흠",1129791,622256,507535,997057,933000,64057,104197,0,3,TRUE,FALSE
"TVF3669B",2016,"김태흠",1192891,561600,631291,993725,932500,61225,116420,0,3,TRUE,FALSE
"TVF3669B",2017,"김태흠",1038532,159630,878902,845925,784700,61225,134587,0,4,TRUE,FALSE
"TVF3669B",2018,"김태흠",1032771,176942,855829,850506,785100,65406,137116,0,2,FALSE,FALSE
"TVF3669B",2019,"김태흠",1035741,130741,905000,852799,785600,67199,152359,0,2,FALSE,FALSE
"TVF3669B",2020,"김태흠",1078227,116360,961867,854245,785900,68345,182499,0,2,FALSE,FALSE
"TVF3669B",2021,"김태흠",1074936,94348,980588,854479,786200,68279,192730,0,2,FALSE,FALSE
"TWL5801D",2016,"김영춘",1688503,756500,932003,1216450,1216450,0,407594,0,6,TRUE,FALSE
"TWL5801D",2019,"김영춘",1633125,551801,1081324,1008000,1008000,0,490908,0,4,TRUE,FALSE
"TZ228122",2020,"민병덕",1992016,1318527,673489,1771331,1771331,0,156940,0,5,TRUE,FALSE
"TZ228122",2021,"민병덕",1925916,1303860,622056,1779481,1779481,0,119951,0,6,TRUE,FALSE
"TZ228122",2022,"민병덕",1970017,1241288,728729,1835781,1835781,0,18231,0,4,TRUE,FALSE
"TZ228122",2023,"민병덕",1897704,1229364,668340,1827781,1827781,0,16978,0,4,TRUE,FALSE
"TZ228122",2024,"민병덕",1926982,1234309,692673,1827781,1827781,0,54301,0,4,TRUE,FALSE
"TZD17894",2015,"원유철",1572518,996259,576259,1187020,1187020,0,365188,0,5,FALSE,FALSE
"TZD17894",2016,"원유철",1948826,1229374,719452,1490910,1432020,58890,398683,0,5,FALSE,FALSE
"TZD17894",2017,"원유철",1941303,1158305,782998,1543780,1455020,88760,347531,0,6,FALSE,FALSE
"TZD17894",2018,"원유철",2060980,1735696,325284,1556120,1463020,93100,449903,0,5,FALSE,FALSE
"TZD17894",2019,"원유철",2031555,1697004,334551,1553694,1448020,105674,440928,0,5,FALSE,FALSE
"TZP9391O",2016,"이철규",6498867,4376596,2122271,5775545,5186440,589105,98234,444553,8,TRUE,FALSE
"TZP9391O",2017,"이철규",6201533,3512875,2688658,5328875,4705399,623476,72955,518645,10,TRUE,FALSE
"TZP9391O",2018,"이철규",5807996,3044399,2763597,5400879,4756228,644651,53602,18259,8,TRUE,FALSE
"TZP9391O",2019,"이철규",5258820,1309178,3949642,3916104,3219188,696916,750561,0,10,TRUE,FALSE
"TZP9391O",2020,"이철규",6845603,2905610,3939993,6127841,5395563,732278,258534,0,15,TRUE,FALSE
"TZP9391O",2021,"이철규",6816867,2834907,3981960,6427699,5613196,814503,274371,0,13,TRUE,FALSE
"TZP9391O",2022,"이철규",6806545,2602072,4204473,6454091,5597017,857074,103236,0,11,TRUE,FALSE
"TZP9391O",2023,"이철규",6958199,2808697,4149502,6654091,5797017,857074,72749,0,11,TRUE,FALSE
"TZP9391O",2024,"이철규",7435421,3113527,4321894,6933144,6092317,840827,93904,147006,11,TRUE,FALSE
"U013741R",2016,"최명길",2604854,1144025,1460829,1970362,1846000,124362,375153,0,6,TRUE,TRUE
"U9G5099O",2016,"윤영일",2281535,6e+05,1681535,1227262,1222000,5262,879601,1335,4,TRUE,TRUE
"U9G5099O",2017,"윤영일",2221851,320000,1901851,1346890,1341000,5890,640588,0,2,TRUE,TRUE
"U9G5099O",2018,"윤영일",2335414,320000,2015414,1459650,1454000,5650,668784,0,2,TRUE,TRUE
"U9G5099O",2019,"윤영일",2454491,2e+05,2254491,1615215,1542000,73215,746735,0,2,TRUE,TRUE
"UB114374",2020,"한무경",18248191,5324726,12923465,14996720,13925000,1071720,2322121,0,3,TRUE,TRUE
"UB114374",2021,"한무경",19170067,5303485,13866582,17660666,16533205,1127461,1453044,0,5,TRUE,TRUE
"UB114374",2022,"한무경",20974668,72773,20901895,9875760,8701679,1174081,1490048,0,6,TRUE,TRUE
"UB114374",2023,"한무경",19232983,49533,19183450,9501144,8424821,1076323,1546739,0,6,TRUE,FALSE
"UDB4825U",2016,"박주현",5044367,690000,4354367,2248062,2248062,0,2766736,0,4,TRUE,TRUE
"UDB4825U",2017,"박주현",5209046,660000,4549046,3136000,3136000,0,2050846,0,6,TRUE,TRUE
"UDB4825U",2018,"박주현",5689932,660000,5029932,3290074,3290074,0,2282949,0,6,TRUE,TRUE
"UDB4825U",2019,"박주현",5445820,910000,4535820,2506000,2506000,0,2914264,0,6,TRUE,TRUE
"UF53617M",2024,"최은석",11643933,0,11643933,4636977,4560000,76977,6669482,76950,5,TRUE,TRUE
"UGH6481E",2015,"김상희",1043562,20000,1023562,460440,456000,4440,506714,0,4,TRUE,FALSE
"UGH6481E",2016,"김상희",1099610,41647,1057963,421440,417000,4440,556429,0,4,TRUE,FALSE
"UGH6481E",2017,"김상희",1395135,192749,1202386,605090,6e+05,5090,692858,0,3,TRUE,FALSE
"UGH6481E",2018,"김상희",1476517,148904,1327613,615415,610000,5415,719075,0,3,TRUE,FALSE
"UGH6481E",2019,"김상희",1406402,131813,1274589,625596,620000,5596,709475,0,3,TRUE,FALSE
"UGH6481E",2020,"김상희",1619955,123894,1496061,636920,631000,5920,798290,0,2,TRUE,FALSE
"UGH6481E",2021,"김상희",1365511,0,1365511,299281,293000,6281,967283,0,1,FALSE,FALSE
"UGH6481E",2022,"김상희",1396903,0,1396903,299715,293000,6715,1010228,0,1,FALSE,FALSE
"UGH6481E",2023,"김상희",1474861,0,1474861,281715,275000,6715,1147490,0,1,FALSE,FALSE
"UHB5553T",2020,"정태호",2073188,204412,1868776,884347,884347,0,1165098,0,5,TRUE,FALSE
"UHB5553T",2021,"정태호",2458902,99467,2359435,1038750,1038750,0,1408211,0,4,TRUE,FALSE
"UHB5553T",2022,"정태호",2754380,88806,2665574,1362516,1362516,0,1373613,0,4,TRUE,FALSE
"UHB5553T",2023,"정태호",3073210,83378,2989832,1294487,1294487,0,1675058,81630,5,TRUE,FALSE
"UHB5553T",2024,"정태호",3674486,80537,3593949,1323110,1323110,0,2110111,163191,4,TRUE,FALSE
"UIZ3103R",2016,"김부겸",1168185,80000,1088185,694704,694000,704,283860,0,6,TRUE,FALSE
"UIZ3103R",2019,"김부겸",1166108,73164,1092944,926358,926000,358,169249,0,4,TRUE,FALSE
"UM51067K",2015,"인재근",1032058,0,1032058,4e+05,4e+05,0,472648,463,2,TRUE,FALSE
"UM51067K",2016,"인재근",1221515,0,1221515,424000,424000,0,519740,0,2,TRUE,FALSE
"UM51067K",2017,"인재근",1684014,0,1684014,424000,424000,0,861616,0,2,TRUE,FALSE
"UM51067K",2018,"인재근",1940859,0,1940859,641646,458000,183646,889584,13802,2,TRUE,FALSE
"UM51067K",2019,"인재근",2098850,47115,2051735,813646,630000,183646,912508,2462,3,TRUE,FALSE
"UM51067K",2020,"인재근",1642295,0,1642295,641646,458000,183646,767262,0,2,TRUE,FALSE
"UM51067K",2021,"인재근",1822717,0,1822717,693646,510000,183646,751882,0,2,TRUE,FALSE
"UM51067K",2022,"인재근",2240752,0,2240752,1077051,602000,475051,833484,0,2,TRUE,FALSE
"UM51067K",2023,"인재근",2255793,0,2255793,1033432,559000,474432,984000,0,2,TRUE,FALSE
"UOS16250",2024,"최보윤",2607884,803494,1804390,2140900,2140900,0,198160,0,3,TRUE,TRUE
"UQ282145",2016,"이재정",642255,437440,204815,446933,362620,84313,32208,0,3,TRUE,FALSE
"UQ282145",2017,"이재정",683308,414095,269213,459359,374568,84791,30987,0,4,TRUE,FALSE
"UQ282145",2018,"이재정",679466,369579,309887,481888,375530,106358,41325,0,4,TRUE,FALSE
"UQ282145",2019,"이재정",677041,192158,484883,355435,241272,114163,107450,0,5,TRUE,FALSE
"UQ282145",2020,"이재정",1264112,414737,849375,842060,7e+05,142060,138405,0,5,TRUE,FALSE
"UQ282145",2021,"이재정",1190197,398387,791810,782015,630000,152015,147633,0,3,TRUE,FALSE
"UQ282145",2022,"이재정",1170407,362037,808370,793029,631000,162029,132322,0,2,TRUE,FALSE
"UQ282145",2023,"이재정",1224594,471182,753412,904334,755000,149334,133873,0,3,TRUE,FALSE
"UQ282145",2024,"이재정",1223298,440609,782689,870821,721000,149821,158848,0,2,TRUE,FALSE
"URQ4401W",2015,"이재영",1616370,528457,1087913,1290000,1290000,0,194697,0,4,TRUE,FALSE
"URV1689Q",2015,"추미애",1664798,408112,1256686,1101116,1101116,0,218925,0,5,TRUE,FALSE
"URV1689Q",2016,"추미애",1513384,402986,1110398,1142641,1142641,0,141297,0,4,TRUE,FALSE
"URV1689Q",2017,"추미애",1722031,329577,1392454,1176652,1176652,0,235733,0,5,TRUE,FALSE
"URV1689Q",2018,"추미애",1815259,350739,1464520,1232009,1232009,0,244134,0,5,TRUE,FALSE
"URV1689Q",2019,"추미애",1925271,360811,1564460,1399071,1399071,0,221420,0,4,TRUE,FALSE
"URV1689Q",2024,"추미애",2939032,1252000,1687032,2548880,2548880,0,366955,600,5,TRUE,FALSE
"URX8075K",2024,"염태영",2643396,5e+05,2143396,2011811,1203000,808811,504589,2970,4,FALSE,FALSE
"USR7059P",2020,"정경희",4280584,6e+05,3680584,2992901,2758101,234800,958523,289122,5,TRUE,TRUE
"USR7059P",2021,"정경희",5000894,629500,4371394,3591421,3356621,234800,1091817,290901,4,TRUE,TRUE
"USR7059P",2022,"정경희",4395440,10000,4385440,3670606,3551695,118911,415406,282106,4,TRUE,TRUE
"USR7059P",2023,"정경희",4774805,310000,4464805,3943938,3829116,114822,427662,362296,5,TRUE,TRUE
"V0O5343U",2015,"우상호",592184,170000,422184,427524,384000,43524,155396,0,3,TRUE,FALSE
"V0O5343U",2016,"우상호",633282,170000,463282,444396,399000,45396,186910,0,3,TRUE,FALSE
"V0O5343U",2017,"우상호",576715,0,576715,308481,272322,36159,147754,120480,4,TRUE,FALSE
"V0O5343U",2018,"우상호",689352,0,689352,376049,349463,26586,203973,96070,4,TRUE,FALSE
"V0O5343U",2019,"우상호",849761,50000,799761,538215,510621,27594,192577,107149,5,TRUE,FALSE
"V0O5343U",2020,"우상호",1096684,196610,900074,544789,515013,29776,541655,0,4,TRUE,FALSE
"V0O5343U",2021,"우상호",1071928,155930,915998,555685,522543,33142,507443,0,4,TRUE,FALSE
"V0O5343U",2022,"우상호",1204583,115250,1089333,561584,526164,35420,635129,0,4,TRUE,FALSE
"V0O5343U",2023,"우상호",1281083,0,1281083,707873,673975,33898,566170,0,5,TRUE,FALSE
"V1849655",2015,"정의화",29873975,18220793,11653182,22606415,16075216,6531199,6774841,0,14,TRUE,FALSE
"V2R7430Z",2015,"이춘석",763725,210832,552893,310386,236000,74386,325211,0,2,TRUE,FALSE
"V2R7430Z",2016,"이춘석",753045,177393,575652,323444,236000,87444,230187,0,2,TRUE,FALSE
"V2R7430Z",2017,"이춘석",832448,184693,647755,323444,236000,87444,236159,0,2,TRUE,FALSE
"V2R7430Z",2018,"이춘석",952399,170021,782378,350528,236000,114528,255964,0,2,TRUE,FALSE
"V2R7430Z",2019,"이춘석",965855,158609,807246,355108,236000,119108,315360,0,2,TRUE,FALSE
"V2R7430Z",2024,"이춘석",674657,200385,474272,335462,295642,39820,223873,0,4,TRUE,FALSE
"V429892C",2015,"정성호",3363410,87563,3275847,683005,604723,78282,1642026,372225,7,TRUE,FALSE
"V429892C",2016,"정성호",3672746,108904,3563842,732380,654359,78021,2018133,332580,6,FALSE,FALSE
"V429892C",2017,"정성호",4010038,248993,3761045,737643,658441,79202,2152821,338490,6,FALSE,FALSE
"V429892C",2018,"정성호",4246383,448878,3797505,799698,720183,79515,2172278,344340,7,FALSE,FALSE
"V429892C",2019,"정성호",4352555,440693,3911862,953242,873315,79927,2176737,341490,8,TRUE,FALSE
"V429892C",2020,"정성호",4232397,2e+05,4032397,643405,562104,81301,2303505,416380,7,TRUE,FALSE
"V429892C",2021,"정성호",4266915,30499,4236416,669591,589436,80155,2819430,20957,5,TRUE,FALSE
"V429892C",2022,"정성호",4708093,182999,4525094,806158,715323,90835,2954146,123876,5,TRUE,FALSE
"V429892C",2023,"정성호",4677847,182999,4494848,692938,608816,84122,2812984,424294,5,TRUE,FALSE
"V429892C",2024,"정성호",4785319,182978,4602341,658145,576464,81681,3209771,228986,4,TRUE,FALSE
"V4P1608C",2015,"문대성",1344108,399576,944532,1193407,1193407,0,114366,0,8,TRUE,FALSE
"V772925Y",2015,"정호준",1354092,891008,463084,882580,823000,59580,239494,17725,3,TRUE,FALSE
"V822582Y",2015,"이목희",524843,44229,480614,316000,316000,0,184927,0,2,TRUE,FALSE
"V8I36226",2015,"장병완",9237349,987000,8250349,4127836,4087280,40556,4548780,11462,8,TRUE,TRUE
"V8I36226",2016,"장병완",8404065,8e+05,7604065,3447262,3404900,42362,4470412,0,6,TRUE,TRUE
"V8I36226",2017,"장병완",9114120,8e+05,8314120,3547700,3500900,46800,4888820,0,5,TRUE,TRUE
"V8I36226",2018,"장병완",9558861,819114,8739747,5394363,5344000,50363,3439752,0,7,TRUE,TRUE
"V8I36226",2019,"장병완",9834807,811744,9023063,5572200,5520000,52200,3380306,0,6,TRUE,TRUE
"VA04150X",2024,"박상웅",735643,203806,531837,344535,286000,58535,215585,0,1,TRUE,FALSE
"VCP96419",2020,"허종식",735825,4636,731189,204236,178230,26006,451775,30422,2,FALSE,FALSE
"VCP96419",2021,"허종식",847459,297879,549580,209177,180370,28807,541461,18379,2,FALSE,FALSE
"VCP96419",2022,"허종식",848797,2903,845894,227727,215444,12283,386344,37748,3,FALSE,FALSE
"VCP96419",2023,"허종식",815774,2942,812832,208877,197467,11410,493717,27482,3,FALSE,FALSE
"VCP96419",2024,"허종식",915020,0,915020,180410,169000,11410,712320,0,2,FALSE,FALSE
"VDN5593C",2024,"김상욱",2099818,275000,1824818,513803,410000,103803,985845,0,3,FALSE,FALSE
"VE469451",2015,"최재성",817998,230000,587998,564647,564647,0,218351,0,4,FALSE,FALSE
"VE469451",2018,"최재성",1007656,307733,699923,744000,744000,0,146469,0,7,TRUE,TRUE
"VE469451",2019,"최재성",985084,235833,749251,560000,560000,0,370002,0,4,TRUE,TRUE
"VG24001G",2020,"양금희",2084844,1014966,1069878,1554110,1537998,16112,374444,53572,7,TRUE,FALSE
"VG24001G",2021,"양금희",2519711,1146451,1373260,1888917,1870998,17919,449583,19657,7,TRUE,FALSE
"VG24001G",2022,"양금희",1742048,1029441,712607,1230779,1210178,20601,316172,0,6,TRUE,FALSE
"VG24001G",2023,"양금희",1581436,1011095,570341,1141015,1121059,19956,308195,0,5,TRUE,FALSE
"VHK3402G",2015,"정우택",6365354,0,6365354,2619116,1360000,1259116,2930563,184764,4,TRUE,TRUE
"VHK3402G",2016,"정우택",6746530,0,6746530,2693521,1416000,1277521,3383714,526775,4,TRUE,TRUE
"VHK3402G",2017,"정우택",6845454,0,6845454,2733875,1432000,1301875,3265850,705695,4,TRUE,TRUE
"VHK3402G",2018,"정우택",8094008,64600,8029408,4257795,2895043,1362752,3301725,399881,5,TRUE,TRUE
"VHK3402G",2019,"정우택",8411299,64600,8346699,4742003,3307517,1434486,3222660,400641,5,TRUE,TRUE
"VHK3402G",2022,"정우택",14314204,0,14314204,4324274,2690000,1634274,9484811,243295,4,TRUE,TRUE
"VHK3402G",2023,"정우택",17567921,0,17567921,2602351,2361000,241351,14228165,432862,4,TRUE,TRUE
"VNF2868Z",2015,"조원진",943241,438000,505241,396600,396600,0,148209,0,3,TRUE,FALSE
"VNF2868Z",2016,"조원진",1013825,453334,560491,396600,396600,0,201692,20425,3,TRUE,FALSE
"VNF2868Z",2017,"조원진",1266717,515324,751393,568600,396600,172000,183582,28009,3,TRUE,FALSE
"VNF2868Z",2018,"조원진",1234013,496809,737204,568600,396600,172000,206314,16872,3,TRUE,FALSE
"VNF2868Z",2019,"조원진",931409,487467,443942,568600,396600,172000,165976,26580,3,TRUE,FALSE
"VO548788",2015,"유인태",1447834,48800,1399034,606172,531000,75172,656114,0,3,TRUE,TRUE
"VRY5522V",2020,"민형배",1343773,50000,1293773,668999,668999,0,417551,137430,2,TRUE,FALSE
"VRY5522V",2021,"민형배",1843949,394960,1448989,1058499,1058499,0,519887,166110,3,TRUE,FALSE
"VRY5522V",2022,"민형배",1815153,308240,1506913,1058499,1058499,0,469641,96665,2,TRUE,FALSE
"VRY5522V",2023,"민형배",1866670,301520,1565150,1058499,1058499,0,534076,143900,2,TRUE,FALSE
"VRY5522V",2024,"민형배",1968916,294800,1674116,1058499,1058499,0,559481,209000,2,TRUE,FALSE
"VWJ7674Q",2015,"배재정",1782789,950265,832524,1610610,1610610,0,144196,0,9,TRUE,TRUE
"VXQ28579",2015,"심재권",1232080,48690,1183390,844000,844000,0,345696,0,3,TRUE,FALSE
"VXQ28579",2016,"심재권",1226263,38009,1188254,864584,864584,0,326054,472,3,TRUE,FALSE
"VXQ28579",2017,"심재권",2428058,0,2428058,2016100,2016100,0,362661,657,5,TRUE,FALSE
"VXQ28579",2018,"심재권",2676916,0,2676916,2139000,2139000,0,486856,5465,6,TRUE,FALSE
"VXQ28579",2019,"심재권",2813070,0,2813070,2139000,2139000,0,608415,7760,4,TRUE,FALSE
"VZA76236",2024,"박선원",1113374,279526,833848,827083,737941,89142,115200,46381,5,TRUE,FALSE
"W168182V",2015,"김관영",1955011,404561,1550450,1431945,1089244,342701,378132,0,6,TRUE,TRUE
"W168182V",2016,"김관영",1988924,334067,1654857,1518976,1173872,345104,365492,0,4,FALSE,FALSE
"W168182V",2017,"김관영",2123638,418034,1705604,1595689,1209778,385911,412058,0,5,FALSE,FALSE
"W168182V",2018,"김관영",2381914,398127,1983787,1779136,1350580,428556,456172,0,4,FALSE,FALSE
"W168182V",2019,"김관영",2375886,447947,1927939,1830171,1496656,333515,491639,0,4,FALSE,FALSE
"W1Q6753M",2020,"이은주",1671016,4e+05,1271016,1146533,850877,295656,405003,0,4,TRUE,FALSE
"W1Q6753M",2021,"이은주",1768864,421591,1347273,1271288,949877,321411,434535,0,4,TRUE,FALSE
"W1Q6753M",2022,"이은주",1915397,492731,1422666,1382759,1029877,352882,515909,0,4,TRUE,FALSE
"W3U3344O",2024,"이기헌",967834,290000,677834,465000,465000,0,245984,0,5,TRUE,FALSE
"W4X85128",2015,"박대출",915187,70469,844718,606000,606000,0,143296,0,3,TRUE,TRUE
"W4X85128",2016,"박대출",1025553,70000,955553,672000,672000,0,207176,0,3,TRUE,TRUE
"W4X85128",2017,"박대출",1143591,70000,1073591,765000,765000,0,271372,0,3,TRUE,TRUE
"W4X85128",2018,"박대출",1256929,70000,1186929,879000,879000,0,326795,0,3,TRUE,TRUE
"W4X85128",2019,"박대출",1392148,70000,1322148,1002000,1002000,0,365538,0,3,TRUE,TRUE
"W4X85128",2020,"박대출",1837806,70000,1767806,1314000,1314000,0,447957,11873,3,TRUE,TRUE
"W4X85128",2021,"박대출",1964744,70000,1894744,1517000,1517000,0,426995,0,3,TRUE,TRUE
"W4X85128",2022,"박대출",2344021,70000,2274021,1702000,1702000,0,487796,0,3,TRUE,TRUE
"W4X85128",2023,"박대출",2151094,70000,2081094,1388000,1388000,0,556647,0,3,TRUE,TRUE
"W4X85128",2024,"박대출",1969080,70000,1899080,1400000,1400000,0,368634,0,3,TRUE,TRUE
"W8L9421K",2024,"안태준",1118032,355086,762946,789484,432576,356908,101472,13805,2,FALSE,FALSE
"W8W95421",2024,"이상식",6700831,82499,6618332,784422,772000,12422,126440,0,5,TRUE,FALSE
"WAL2715Z",2015,"박창식",2207981,1727521,480460,1828432,1803984,24448,300645,0,7,TRUE,FALSE
"WCA3290J",2015,"이완구",1279074,250000,1029074,981000,981000,0,234724,0,2,TRUE,TRUE
"WCD5518S",2020,"고민정",971318,160000,811318,7e+05,7e+05,0,181479,0,4,TRUE,FALSE
"WCD5518S",2021,"고민정",1019140,160000,859140,710000,710000,0,214426,0,2,TRUE,FALSE
"WCD5518S",2022,"고민정",1020999,160000,860999,710000,710000,0,236286,0,2,TRUE,FALSE
"WCD5518S",2023,"고민정",903285,0,903285,579000,579000,0,270434,0,3,TRUE,FALSE
"WCD5518S",2024,"고민정",978008,0,978008,549000,549000,0,272998,0,2,TRUE,FALSE
"WCN6711J",2015,"손인춘",3909184,1738615,2170569,3720094,3692498,27596,152881,15000,6,TRUE,TRUE
"WDR7061Y",2015,"이종걸",2224940,83541,2141399,950000,950000,0,1245380,0,5,TRUE,FALSE
"WDR7061Y",2016,"이종걸",2310482,164205,2146277,1029000,1029000,0,1254982,0,4,TRUE,FALSE
"WDR7061Y",2017,"이종걸",2623613,141630,2481983,1136000,1136000,0,1476058,2505,4,TRUE,FALSE
"WDR7061Y",2018,"이종걸",2926818,83595,2843223,1249000,1249000,0,1660205,9623,4,TRUE,FALSE
"WDR7061Y",2019,"이종걸",3391893,41200,3350693,1391908,1391908,0,1907086,29589,4,TRUE,FALSE
"WDS6044S",2015,"이채익",997182,46941,950241,682123,460000,222123,255816,0,5,TRUE,FALSE
"WDS6044S",2016,"이채익",1121863,91387,1030476,740209,5e+05,240209,336719,0,4,TRUE,FALSE
"WDS6044S",2017,"이채익",1306190,178212,1127978,887269,637000,250269,325912,0,4,TRUE,FALSE
"WDS6044S",2018,"이채익",1375678,132442,1243236,921558,637000,284558,377740,0,3,TRUE,FALSE
"WDS6044S",2019,"이채익",1450901,56335,1394566,958919,637000,321919,444328,0,3,TRUE,FALSE
"WDS6044S",2020,"이채익",1424037,66467,1357570,977625,657000,320625,313221,99242,3,TRUE,FALSE
"WDS6044S",2021,"이채익",1567243,116702,1450541,1310355,957000,353355,222303,0,4,TRUE,FALSE
"WDS6044S",2022,"이채익",1819191,92004,1727187,1355345,968000,387345,356358,0,4,TRUE,FALSE
"WDS6044S",2023,"이채익",1405219,34281,1370938,1062750,698000,364750,310080,0,3,TRUE,FALSE
"WFU14784",2020,"서정숙",1503508,408727,1094781,990840,983000,7840,338660,10432,3,FALSE,FALSE
"WFU14784",2021,"서정숙",1780092,312073,1468019,1249172,1191000,58172,338957,0,3,FALSE,FALSE
"WFU14784",2022,"서정숙",2146296,247922,1898374,1505750,1422000,83750,365996,0,3,FALSE,FALSE
"WFU14784",2023,"서정숙",1933956,244063,1689893,1300819,1218000,82819,430185,0,3,FALSE,FALSE
"WHV3448W",2020,"양향자",3792623,0,3792623,1458200,983000,475200,2317320,600,4,TRUE,TRUE
"WHV3448W",2021,"양향자",4146829,0,4146829,1768200,1293000,475200,2339941,489,4,TRUE,TRUE
"WHV3448W",2022,"양향자",4528782,0,4528782,2021200,1531000,490200,2412413,175,5,TRUE,TRUE
"WHV3448W",2023,"양향자",3959828,0,3959828,1665200,1189588,475612,2180419,155,6,TRUE,FALSE
"WI719547",2024,"이주영",6489823,259929,6229894,1939167,1928078,11089,2420054,1782060,4,TRUE,TRUE
"WJG74792",2024,"최수진",6857239,628733,6228506,3730072,3259867,470205,1880572,1108943,10,FALSE,FALSE
"WJL30106",2020,"조정훈",1567170,422791,1144379,1060100,1060100,0,446719,31553,8,TRUE,FALSE
"WJL30106",2021,"조정훈",1794950,546971,1247979,1640100,1640100,0,114384,18467,6,TRUE,FALSE
"WJL30106",2022,"조정훈",1794585,547926,1246659,1640100,1640100,0,108793,20168,6,TRUE,FALSE
"WJL30106",2023,"조정훈",2740094,1300307,1439787,2440100,2440100,0,124545,19106,6,TRUE,FALSE
"WJL30106",2024,"조정훈",2617150,1249521,1367629,2440100,2440100,0,111511,20146,6,TRUE,FALSE
"WMG57662",2020,"강은미",308806,69718,239088,193260,188000,5260,67906,0,1,FALSE,FALSE
